pileup,weight,N_gen,gw_pos,gw_neg,muon_pt,muon_eta,muon_phi,muon_mass,met_pt,met_phi,met_eta,calo_met_pt,met_pt_pf,met_phi_pf,electron_pt,electron_eta,electron_phi,electron_mass,tau_pt,tau_eta,tau_phi,tau_mass,photon_pt,photon_eta,photon_phi,photon_mass,lead_jet_pt,lead_jet_eta,lead_jet_phi,lead_jet_mass,lead_jet_btag_csvv2,lead_jet_ch_hef,lead_jet2_pt,lead_jet2_eta,lead_jet2_phi,lead_jet2_mass,lead_jet2_btag_csvv2,lead_jet2_ch_hef,lead_jet3_pt,lead_jet3_eta,lead_jet3_phi,lead_jet3_mass,lead_jet3_btag_csvv2,lead_jet3_ch_hef,lead_jet4_pt,lead_jet4_eta,lead_jet4_phi,lead_jet4_mass,lead_jet4_btag_csvv2,lead_jet4_ch_hef
13.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],554.585,2.602539,0.0,407.5,553.93396,2.5893555,[],[],[],[],[],[],[],[],"[15, 10.6]","[-1.05, -0.705]","[0.375, 1.68]","[-3.37e-07, 1.19e-07]",396.0,0.2802124,-1.1169434,39.59375,0.06555176,0.59375,274.5,-0.04371643,0.539917,18.53125,0.35253906,0.8046875,71.6875,1.0541992,-0.8186035,16.5625,0.09490967,0.765625,53.15625,0.113586426,-3.0131836,6.8085938,0.11419678,0.578125
26.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],590.4306,-0.97265625,0.0,449.0,596.1434,-0.94714355,[6.92],[1.8],[1.08],[-0.00556],[],[],[],[],[],[],[],[],419.25,-1.6303711,2.9892578,32.28125,0.20739746,0.609375,251.0,-1.3432617,1.409668,36.28125,0.42260742,0.671875,65.5,1.8349609,1.0546875,10.1328125,0.26611328,0.703125,53.28125,-1.8505859,1.9245605,11.5078125,0.203125,0.6015625
14.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],449.6792,1.723877,0.0,308.75,410.56354,1.7814941,[7.67],[2.22],[-1.32],[-0.00342],[],[],[],[],[],[],[],[],320.25,1.078125,-1.2192383,32.09375,0.09484863,0.4140625,42.125,1.4006348,-1.6281738,9.1796875,0.4885254,0.734375,33.5625,0.70202637,-2.2895508,6.0273438,0.6538086,0.734375,28.703125,2.246582,-1.189209,7.7265625,0.35327148,0.44921875
28.0,4.5070887,33379.0,58565.0,25186.0,[4.31],[-0.703],[3.05],[0.106],517.43317,-2.0024414,0.0,383.5,523.03845,-1.9870605,[],[],[],[],[],[],[],[],[],[],[],[],224.5,0.4204712,1.2456055,27.65625,0.2055664,0.5546875,205.625,2.1235352,1.0151367,15.78125,0.42822266,0.59375,53.59375,1.170166,1.4389648,14.5234375,0.27075195,0.6328125,19.53125,0.021446228,-0.12506104,4.0976562,0.17150879,0.5859375
20.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],437.52817,1.3364258,0.0,426.0,451.54056,1.3261719,[],[],[],[],[],[],[],[],[],[],[],[],393.5,-0.74523926,-2.0961914,29.125,0.06378174,0.546875,161.625,-0.86535645,-0.8220215,20.703125,0.1116333,0.515625,57.15625,0.42260742,2.024414,8.9609375,0.101989746,0.7734375,25.109375,-1.7924805,-2.1572266,6.890625,0.5341797,0.34765625
17.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],414.25354,-2.71875,0.0,353.0,425.22455,-2.7250977,[],[],[],[],[],[],[],[],[],[],[],[],373.75,-1.5471191,0.5036621,43.6875,0.6376953,0.765625,43.53125,-0.46148682,-0.6192627,11.015625,0.13500977,0.4140625,16.75,1.8554688,2.515625,3.0078125,0.15966797,0.8046875,16.40625,-1.1525879,0.81018066,3.3574219,0.41870117,0.5625
21.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],536.11066,0.9246826,0.0,465.25,536.10486,0.96203613,[],[],[],[],[],[],[],[],[],[],[],[],457.5,1.3640137,-2.1708984,43.875,0.1105957,0.5234375,68.75,-0.04486847,-2.020996,9.9453125,0.32080078,0.5078125,36.9375,0.7219238,2.4868164,9.1015625,0.19067383,0.8828125,15.2109375,-0.41088867,-1.1096191,3.8574219,0.51464844,0.4140625
17.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],596.4833,2.6767578,0.0,518.5,616.3765,2.7094727,[7.25],[-0.725],[-0.308],[-0.00189],[],[],[],[],[],[],[],[],457.25,-0.7927246,-0.27453613,35.71875,0.08508301,0.59375,115.6875,-1.482666,-1.208252,13.3828125,0.13061523,0.40234375,32.96875,0.97595215,-0.87231445,7.8632812,0.36450195,0.38671875,17.34375,0.79785156,-0.27642822,3.609375,0.1427002,0.7109375
11.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],439.9212,2.972168,0.0,378.5,449.1444,2.9975586,[],[],[],[],[],[],[],[],[],[],[],[],404.25,0.9490967,-0.25909424,34.53125,0.05142212,0.7578125,46.5,0.39190674,-0.20541382,8.21875,0.16040039,0.6640625,45.25,1.4504395,1.9177246,6.7734375,0.21118164,0.4921875,23.84375,-0.59851074,-2.3935547,3.9140625,0.19763184,0.1875
19.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],430.42325,1.6916504,0.0,387.75,427.78015,1.7402344,[],[],[],[],[],[],[],[],[],[],[],[],437.5,0.012851715,-1.4733887,29.484375,0.14660645,0.5703125,41.03125,1.6875,0.6315918,7.6171875,0.1340332,0.5703125,15.4140625,-0.70288086,-1.0229492,3.921875,0.52734375,0.359375,15.1484375,2.2485352,-1.0949707,3.359375,0.5102539,0.515625
23.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],425.37094,0.5950928,0.0,363.75,443.3727,0.564209,[],[],[],[],[],[],[],[],[],[],[],[],213.125,-1.1369629,-2.8476562,21.265625,0.41186523,0.703125,198.625,-0.10020447,-2.4506836,24.5,0.29614258,0.44140625,19.75,-1.4470215,-1.1352539,5.078125,0.3256836,0.3203125,16.65625,-0.5671387,-2.0610352,3.859375,0.6401367,0.609375
34.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],617.8018,0.029655457,0.0,519.5,587.7254,-0.0037212372,[],[],[],[],[],[],[],[],[],[],[],[],424.75,-0.44702148,-3.105957,26.84375,0.29296875,0.38671875,230.75,-1.4423828,1.9147949,33.25,0.18017578,0.3125,201.25,-0.49713135,-1.7839355,22.046875,0.10748291,0.546875,75.0,0.7055664,-2.741211,9.9453125,0.093811035,0.625
29.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],702.4025,-1.5341797,0.0,640.0,714.7536,-1.5175781,[],[],[],[],[],[],[],[],[],[],[],[],373.25,0.39996338,1.8088379,32.3125,0.19458008,0.484375,364.75,-1.8549805,1.3552246,44.84375,0.2709961,0.453125,20.71875,-1.8154297,-2.4658203,4.8789062,0.1427002,0.7421875,20.0625,0.8322754,1.980957,4.625,0.30078125,0.78125
29.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],430.19815,-1.1806641,0.0,403.0,442.04205,-1.1259766,[],[],[],[],[],[],[],[],[],[],[],[],469.25,-0.26055908,1.9555664,46.46875,0.14428711,0.484375,51.375,-1.3562012,-0.3764038,13.6796875,0.43554688,0.41015625,30.921875,-1.527832,2.9970703,6.6601562,0.44384766,0.734375,18.21875,-0.609375,2.362793,3.5722656,0.3540039,0.7734375
22.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],449.30423,0.6939697,0.0,393.75,442.0171,0.5979004,[],[],[],[],[],[],[],[],[],[],[],[],537.5,0.8330078,-2.6201172,38.09375,0.088012695,0.703125,68.125,0.5407715,0.17163086,11.1484375,0.053771973,0.7265625,42.4375,0.0713501,-0.6047363,7.7734375,0.19897461,0.6796875,24.5625,-1.9033203,1.2016602,5.875,0.5341797,0.328125
28.0,4.5070887,33379.0,58565.0,25186.0,"[5.02, 4.7, 4.54]","[-0.155, -1.02, -0.161]","[-2.51, -2.56, -2.5]","[0.106, 0.106, 0.106]",645.0094,0.4666748,0.0,559.5,657.4475,0.46350098,[],[],[],[],[],[],[],[],[],[],[],[],604.0,-0.13995361,-2.619629,50.34375,0.4675293,0.7109375,46.59375,-1.2307129,-2.3266602,8.234375,0.49267578,0.515625,40.6875,-2.2451172,1.8769531,5.5546875,0.1116333,0.765625,15.65625,-0.82751465,-2.8276367,4.1132812,-10.0,0.3125
16.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],496.45804,-1.6433105,0.0,410.25,481.92407,-1.6450195,[],[],[],[],[],[],[],[],[],[],[],[],316.0,-0.66186523,1.9423828,23.734375,0.16003418,0.703125,205.25,0.121292114,0.6140137,24.96875,0.24121094,0.4296875,83.5,-1.1474609,1.8391113,10.8671875,0.35229492,0.7265625,18.84375,-1.6721191,-2.6767578,3.7832031,0.20422363,0.4765625
25.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],458.79227,-1.3283691,0.0,376.5,451.71167,-1.3369141,[],[],[],[],[],[],[],[],[],[],[],[],280.75,2.3666992,1.6850586,17.546875,0.55126953,0.6640625,81.625,-2.385254,1.8647461,8.921875,0.22973633,0.6015625,50.28125,0.17004395,2.6064453,9.1015625,0.12475586,0.640625,24.640625,0.30737305,1.3151855,5.5859375,0.15991211,0.7265625
18.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],701.2331,-2.1948242,0.0,576.5,705.2372,-2.199707,[],[],[],[],[],[],[],[],[],[],[],[],583.5,1.0742188,0.9626465,52.375,0.21923828,0.609375,75.4375,0.5159912,0.47955322,13.25,0.14050293,0.796875,36.625,0.001506567,0.97473145,9.1015625,0.23876953,0.34765625,15.59375,0.3013916,1.579834,3.6542969,0.21899414,0.640625
22.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],575.3721,-2.6855469,0.0,443.0,551.0239,-2.6967773,[],[],[],[],[],[],[],[],[],[],[],[],314.25,1.1494141,0.9906006,19.828125,0.08654785,0.37890625,274.75,-1.8879395,-0.18322754,18.265625,0.16918945,0.84375,33.78125,1.9316406,1.307373,6.453125,0.2697754,0.53125,29.796875,0.7409668,-0.3250122,7.5820312,0.14221191,0.75
34.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],662.5239,1.3100586,0.0,525.0,661.1516,1.2233887,[],[],[],[],[],[],[],[],[],[],[],[],458.75,-0.3305664,-1.4414062,30.875,0.57958984,0.75,163.5,0.38555908,-1.7192383,15.9453125,0.1282959,0.5703125,117.8125,1.0830078,3.0341797,13.078125,0.054260254,0.9609375,87.0,1.4760742,-2.8144531,16.765625,0.35864258,0.3671875
16.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],1081.1628,3.0942383,0.0,1054.0,1088.0667,3.1157227,[],[],[],[],[],[],[],[],[],[],[],[],1064.0,-0.25219727,0.05419159,38.78125,0.47924805,0.44921875,62.125,-1.7568359,-1.5390625,10.9765625,0.45874023,0.6484375,26.34375,-0.6984863,-1.2578125,4.2226562,0.14978027,0.9453125,24.328125,-1.1020508,-2.4638672,4.7460938,0.5307617,0.33984375
25.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],468.04764,2.246582,0.0,361.0,425.41815,2.3139648,[],[],[],[],[],[],[],[],[],[],[],[],319.25,-0.6604004,-0.6862793,39.0625,0.18701172,0.8515625,101.25,-1.9753418,-2.0957031,16.0625,0.13696289,0.71875,69.3125,-1.190918,-0.5235596,8.90625,0.084106445,0.4375,22.0625,0.6263428,0.63098145,4.9140625,0.53222656,0.17382812
14.0,4.5070887,33379.0,58565.0,25186.0,[8.51],[1.18],[-3.03],[0.106],790.59937,0.5128174,0.0,597.5,766.55414,0.48809814,[5.82],[-2.39],[1.07],[-0.00645],[],[],[],[],[17.1],[-0.972],[-2.02],[0],435.0,-0.8668213,-2.5751953,27.5625,0.0982666,0.5546875,230.375,1.159668,-3.024414,21.171875,0.13366699,0.75,101.625,-0.73535156,-1.8503418,21.125,0.08898926,0.734375,30.265625,-2.1464844,-2.800293,6.15625,0.14074707,0.6328125
32.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],705.9278,2.1074219,0.0,620.5,716.676,2.1484375,[],[],[],[],[],[],[],[],[],[],[],[],682.0,0.76293945,-0.9420166,104.1875,0.5410156,0.7578125,19.40625,-2.1420898,-0.86291504,5.1210938,0.18322754,0.828125,18.53125,0.43377686,-3.0131836,5.0625,0.21716309,0.6015625,17.765625,1.4973145,-2.5766602,2.9160156,0.73046875,0.14257812
20.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],358.8138,1.5546875,0.0,359.75,359.6049,1.5097656,[],[],[],[],[],[],[],[],[],[],[],[],420.25,0.18804932,-1.9260254,30.8125,0.28344727,0.6875,74.875,-1.0270996,0.5855713,9.125,0.31176758,0.4921875,61.71875,-0.12960815,-0.80407715,18.0,0.13952637,0.671875,54.0625,-1.4462891,0.82873535,10.0,0.26513672,0.8359375
17.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],382.78387,-1.8061523,0.0,369.0,402.8947,-1.8352051,[],[],[],[],[],[],[],[],[],[],[],[],456.75,-0.08198547,1.1369629,31.1875,0.4013672,0.421875,54.5,-0.83032227,-2.8354492,10.6484375,0.22595215,0.26953125,41.34375,0.46551514,3.0688477,8.6484375,0.23498535,0.734375,15.65625,-0.645874,2.6108398,3.4511719,0.71875,0.625
18.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],557.57153,-2.0449219,0.0,441.75,554.20764,-2.022461,[],[],[],[],[],[],[],[],[],[],[],[],461.5,-1.159668,1.420166,51.59375,0.18115234,0.44921875,121.5,0.3522339,-0.022037506,10.6875,0.21655273,0.703125,49.6875,0.9202881,0.6430664,5.28125,0.21118164,0.5703125,16.59375,-1.5449219,2.0668945,3.6699219,0.16821289,0.33984375
25.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],513.30646,-0.74975586,0.0,407.25,486.77676,-0.7371826,[],[],[],[],[],[],[],[],[],[],[],[],367.25,-1.369873,2.599121,37.375,0.6230469,0.22070312,108.3125,-0.04875183,1.6789551,16.546875,0.3034668,0.46484375,26.96875,-0.36627197,2.5766602,4.4648438,0.15710449,0.45703125,16.09375,0.6209717,1.5302734,4.8515625,0.29223633,0.8828125
22.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],423.34842,1.7163086,0.0,326.5,431.59592,1.7536621,[8.23],[0.993],[-1.58],[0.00234],[],[],[],[],[],[],[],[],340.25,1.6923828,-1.2927246,34.9375,0.13049316,0.9375,63.9375,1.1083984,-1.6271973,11.953125,0.1496582,0.6953125,35.875,-0.0032520294,-2.5351562,7.1328125,0.21032715,0.6015625,22.71875,0.39312744,-0.3685913,3.1621094,0.5292969,0.03125
26.0,4.5070887,33379.0,58565.0,25186.0,[3.66],[-1.62],[-0.683],[0.106],446.83374,2.2050781,0.0,360.5,457.52637,2.211914,[],[],[],[],[],[],[],[],[],[],[],[],442.75,-1.515625,-0.65148926,65.6875,0.39892578,0.8671875,100.1875,-0.4373169,-2.550293,13.375,0.056793213,0.84375,17.390625,-1.9724121,-3.053711,3.9882812,0.14404297,0.8359375,17.09375,-1.1381836,-0.035827637,4.6015625,0.27392578,0.296875
19.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],385.3401,0.080062866,0.0,301.25,393.5169,0.13162231,[],[],[],[],[],[],[],[],[],[],[],[],329.25,-0.09046936,-2.612793,46.40625,0.053222656,0.8359375,102.0,-0.09753418,2.053711,14.015625,0.07507324,0.765625,37.0,-0.7462158,2.6142578,5.3789062,0.10046387,0.875,31.578125,-0.6328125,2.0424805,4.953125,0.2142334,0.8125
26.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],390.5965,-2.133789,0.0,333.75,391.48227,-2.1948242,[7.14],[0.144],[2.85],[-0.00129],[],[],[],[],[],[],[],[],246.25,0.24667358,0.7697754,15.7421875,0.09454346,0.59375,151.875,-0.97839355,1.0197754,20.546875,0.12487793,0.5625,23.359375,0.15115356,2.7939453,4.4140625,0.32641602,0.40234375,18.46875,0.8765869,3.1230469,3.8964844,0.27319336,0.6328125
25.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],410.23947,2.5864258,0.0,326.75,411.80106,2.5688477,[],[],[],[],[],[],[],[],[],[],[],[],357.75,0.46362305,-0.23059082,17.34375,0.0657959,0.8359375,105.875,0.29699707,-2.0737305,18.828125,0.2614746,0.703125,53.875,0.09211731,-1.3081055,10.4375,0.11846924,0.640625,46.125,-1.6757812,0.41552734,8.3203125,0.25708008,0.8515625
29.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],699.8834,-0.017528534,0.0,614.0,715.90936,-0.035507202,[],[],[],[],[],[],[],[],[],[],[],[],650.5,-1.2346191,2.3862305,49.1875,0.1809082,0.5703125,584.5,0.19277954,-1.8022461,70.25,0.11016846,0.6875,176.25,-0.036857605,1.996582,22.171875,0.08581543,0.78125,26.21875,-0.55029297,2.5922852,5.0703125,0.1586914,0.8359375
24.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],495.782,2.8862305,0.0,378.25,472.04703,2.9750977,[],[],[],[],[],[],[],[],[],[],[],[],239.875,1.0585938,-0.33874512,28.703125,0.10321045,0.875,205.875,-0.124435425,-0.66625977,24.515625,0.19055176,0.671875,115.0,1.3979492,1.1245117,17.328125,0.58496094,0.75,30.015625,0.3741455,-0.46484375,6.9140625,0.20361328,0.546875
19.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],475.0242,2.6801758,0.0,422.75,480.74362,2.7089844,[],[],[],[],[],[],[],[],[],[],[],[],483.5,-0.38110352,-0.65026855,26.21875,0.22241211,0.33203125,106.0625,0.5218506,1.921875,11.34375,0.08703613,0.796875,51.96875,0.9517822,-0.260437,10.3125,0.08441162,0.6875,18.71875,1.7058105,-0.2506714,3.8066406,0.203125,0.6015625
21.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],627.79706,-0.37890625,0.0,522.5,617.80634,-0.33850098,[],[],[],[],[],[],[],[],[],[],[],[],421.75,0.42871094,2.895996,50.40625,0.64208984,0.8125,256.25,-0.31622314,2.2788086,40.28125,0.18847656,0.7890625,101.125,0.131073,-2.034668,10.625,0.097717285,0.71875,57.21875,1.921875,0.40167236,8.8359375,0.40454102,0.26171875
18.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],394.9542,1.3422852,0.0,371.25,441.25922,1.2814941,[],[],[],[],[],[],[],[],[],[],[],[],435.5,-0.8409424,-1.9453125,43.4375,0.5390625,0.859375,43.59375,1.3083496,0.5123291,6.15625,0.11987305,0.7109375,27.96875,-2.215332,-1.4707031,3.5449219,-10.0,0.10449219,27.015625,-1.036377,-2.5175781,7.0390625,0.73339844,0.609375
23.0,4.5070887,33379.0,58565.0,25186.0,[6.53],[0.252],[-2.1],[0.106],632.76685,0.2876587,0.0,519.5,597.2486,0.3001709,[],[],[],[],[],[],[],[],[],[],[],[],423.5,-0.29840088,3.025879,49.34375,0.16845703,0.37109375,216.375,-0.4072876,-1.9094238,24.71875,0.09667969,0.5625,93.25,0.2090149,-2.1552734,14.921875,0.076049805,0.625,70.0,1.8081055,1.6013184,6.3710938,0.08886719,0.53125
23.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],432.88495,0.44256592,0.0,395.0,423.4564,0.39434814,[],[],[],[],[],[],[],[],[],[],[],[],403.5,-0.40753174,-2.916504,30.171875,0.07501221,0.41796875,110.1875,-1.7414551,-1.7587891,11.09375,0.47680664,0.7265625,45.15625,-1.8564453,1.0300293,7.0390625,0.19885254,0.65625,20.78125,0.04964447,1.8203125,3.6816406,-10.0,0.20703125
14.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],455.98608,-1.2246094,0.0,405.5,483.01312,-1.1767578,[7.24],[-1.83],[0.795],[-0.00148],[],[],[],[],[],[],[],[],440.0,-0.7984619,2.0830078,29.015625,0.10076904,0.7890625,67.875,-1.9807129,0.70654297,14.96875,0.12841797,0.78125,18.125,-0.21966553,-3.0854492,4.5976562,0.5263672,0.22265625,16.15625,-1.3632812,2.1230469,3.9960938,0.22473145,0.65625
27.0,-4.5070887,33379.0,58565.0,25186.0,[6.7],[2.36],[-2.55],[0.106],382.8134,1.6743164,0.0,317.75,376.60516,1.5317383,[],[],[],[],[],[],[],[],"[18.6, 16.7]","[2.34, 0.741]","[-2.47, 0.574]","[-1.35e-06, -3.37e-07]",386.5,-1.0720215,-1.411377,23.890625,0.11682129,0.6328125,76.1875,2.3999023,-2.4921875,12.890625,0.118652344,0.42578125,28.890625,0.7611084,0.6870117,5.8867188,0.18518066,0.6015625,16.265625,1.5986328,0.97424316,4.34375,0.55371094,0.43359375
31.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],449.3416,-2.7783203,0.0,348.75,437.002,-2.7524414,[7.9],[1.09],[-0.057],[0.000273],[],[],[],[],[],[],[],[],302.0,0.96533203,0.95080566,28.046875,0.0758667,0.44921875,195.125,0.94104004,-0.4534912,35.84375,0.07244873,0.6875,43.84375,-0.032592773,-0.7495117,6.3007812,0.08099365,0.765625,25.96875,1.4404297,0.9506836,4.8671875,0.20092773,0.75
13.0,4.5070887,33379.0,58565.0,25186.0,[5.01],[1.92],[-0.74],[0.106],504.35205,1.5529785,0.0,325.5,480.79297,1.5549316,[5.1],[1.79],[-0.645],[-0.00547],[],[],[],[],[],[],[],[],440.25,-0.18481445,-1.713623,49.625,0.4272461,0.7421875,415.5,1.8361816,2.0566406,36.3125,0.2310791,0.6171875,394.5,0.9324951,-1.0441895,36.78125,0.08178711,0.6171875,62.15625,1.8015137,-0.7668457,10.3203125,0.110961914,0.84375
25.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],394.18857,1.4316406,0.0,372.5,453.7652,1.4599609,[5.46],[2.36],[-0.953],[-0.00447],[],[],[],[],[],[],[],[],393.75,1.6730957,-1.8261719,33.125,0.16296387,0.5625,69.625,-0.38043213,-0.88720703,13.296875,0.122924805,0.7890625,31.140625,2.0893555,-0.2296753,7.8046875,0.15905762,0.734375,27.640625,-1.5310059,-2.665039,6.5429688,0.19299316,0.65625
13.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],582.60803,1.9587402,0.0,461.5,549.8193,1.9375,[],[],[],[],[],[],[],[],[],[],[],[],304.0,-2.116211,-1.3037109,24.171875,0.16577148,0.7265625,291.0,0.5447998,-1.1584473,34.96875,0.56152344,0.90625,47.78125,-2.2158203,1.1279297,8.2578125,0.20153809,0.21679688,19.71875,0.680542,-1.7019043,5.0742188,0.2006836,0.7734375
30.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],863.16486,0.26141357,0.0,689.5,842.01556,0.25286865,[9.01],[0.688],[-2.69],[0.00294],[],[],[],[],[],[],[],[],730.0,-1.1157227,-2.8701172,61.625,0.25219727,0.59375,83.75,0.689209,3.0913086,15.28125,0.16577148,0.36328125,32.25,0.75634766,-2.65625,7.15625,0.13342285,0.46484375,26.875,-0.1902771,-2.5371094,5.3203125,0.14379883,0.640625
15.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],625.81433,1.4274902,0.0,524.0,614.2198,1.4196777,[8.4],[-1.05],[-0.477],[-0.00369],[],[],[],[],[],[],[],[],562.0,0.13208008,-1.7958984,41.0,0.10644531,0.578125,40.71875,0.66052246,-1.1623535,7.4765625,0.53808594,0.859375,24.65625,-1.0957031,-0.45300293,4.9492188,0.14379883,0.3046875,20.109375,1.6362305,-1.1623535,4.6992188,0.2685547,0.6640625
35.0,4.5070887,33379.0,58565.0,25186.0,[3.15],[-2.26],[2.04],[0.106],588.4052,0.2775879,0.0,512.5,583.25574,0.2886963,[6.08],[-0.507],[-2.23],[-0.00178],[],[],[],[],[],[],[],[],528.0,1.880127,-2.756836,58.25,0.7910156,0.7265625,88.1875,-2.3901367,2.0195312,10.890625,0.29467773,0.2265625,40.40625,-0.43933105,-2.1132812,8.8515625,0.21459961,0.703125,30.421875,-1.7741699,1.967041,7.4609375,0.13537598,0.7578125
15.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],438.6022,1.5148926,0.0,407.0,451.62155,1.5341797,[],[],[],[],[],[],[],[],[],[],[],[],451.0,-2.2001953,-1.6188965,27.40625,0.29125977,0.2890625,34.1875,-0.8123779,0.6652832,7.3203125,0.31176758,0.671875,17.171875,0.095184326,2.4375,2.7460938,0.4038086,0.19140625,16.921875,-0.119781494,-0.7861328,4.5117188,0.31567383,0.84375
21.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],474.25433,-2.3935547,0.0,341.5,427.19843,-2.3813477,[6.63],[-0.887],[0.385],[-0.00217],[],[],[],[],[],[],[],[],456.0,-1.4487305,0.24453735,59.9375,0.13891602,0.7265625,212.875,-0.22161865,2.428711,16.34375,0.07922363,0.9140625,42.3125,-0.9671631,0.5032959,10.3203125,0.2331543,0.53125,17.359375,-1.8339844,0.69226074,3.4785156,0.24414062,0.2578125
14.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],523.94415,-0.09329224,0.0,414.5,487.26923,-0.1388855,[],[],[],[],[],[],[],[],[],[],[],[],433.0,-0.37994385,3.1186523,48.34375,0.37524414,0.65625,62.09375,-2.3154297,1.9006348,10.9296875,0.22131348,0.8125,43.65625,-0.8894043,3.1088867,9.9765625,0.09197998,0.7265625,16.296875,-0.3137207,-1.5566406,3.8496094,0.38012695,0.9609375
20.0,4.5070887,33379.0,58565.0,25186.0,[3.75],[1.8],[-0.738],[0.106],502.09366,2.5009766,0.0,501.25,513.0256,2.4389648,[],[],[],[],[],[],[],[],[],[],[],[],527.0,1.786377,-0.70202637,30.53125,0.6855469,0.48828125,26.328125,-0.14385986,1.9958496,6.0273438,0.16015625,0.7265625,25.65625,1.3532715,-0.15930176,5.8398438,0.6665039,0.71875,16.96875,-1.2717285,-2.3012695,3.5761719,0.22387695,0.609375
13.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],456.18222,1.314209,0.0,321.5,428.881,1.3190918,[],[],[],[],[],[],[],[],[],[],[],[],310.5,-0.8647461,-2.7338867,23.75,0.16674805,0.5859375,275.25,-0.7495117,-1.0546875,51.75,0.09051514,0.6875,43.125,-0.0471344,-1.0761719,7.9375,0.11022949,0.765625,34.15625,0.44128418,-1.029541,7.5546875,0.25610352,0.9296875
35.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],497.55093,-2.2177734,0.0,473.75,549.1679,-2.2231445,[],[],[],[],[],[],[],[],[15.8],[0.282],[-0.273],[3.53e-07],432.0,-0.034835815,1.1721191,31.3125,0.08538818,0.6796875,66.4375,0.7717285,-0.040802002,9.0625,0.047424316,0.84375,46.0,0.32611084,-0.32617188,7.2382812,0.26391602,0.53125,18.65625,1.5644531,-0.66223145,3.5761719,0.33764648,0.31640625
15.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],511.24756,2.8364258,0.0,428.75,503.43842,2.8125,[],[],[],[],[],[],[],[],[],[],[],[],479.0,-0.31799316,-0.20367432,38.65625,0.20043945,0.33984375,43.1875,-0.078567505,-2.0771484,7.7109375,0.11456299,0.4375,33.625,0.9033203,-1.345459,6.2148438,0.1973877,0.4375,32.8125,0.7340088,1.2929688,6.46875,0.31176758,0.78125
30.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],397.175,-1.7348633,0.0,308.25,422.69754,-1.6201172,[],[],[],[],[],[],[],[],[],[],[],[],340.0,-1.3996582,1.3522949,44.15625,0.55615234,0.7265625,86.625,-1.6032715,2.3208008,12.890625,0.11627197,0.6953125,18.90625,-0.8979492,-0.8709717,3.3359375,0.17529297,0.5,16.328125,-1.0683594,1.848877,4.4140625,0.26293945,0.4921875
