pileup,weight,N_gen,gw_pos,gw_neg,muon_pt,muon_eta,muon_phi,muon_mass,met_pt,met_phi,met_eta,calo_met_pt,met_pt_pf,met_phi_pf,electron_pt,electron_eta,electron_phi,electron_mass,tau_pt,tau_eta,tau_phi,tau_mass,photon_pt,photon_eta,photon_phi,photon_mass,lead_jet_pt,lead_jet_eta,lead_jet_phi,lead_jet_mass,lead_jet_btag_csvv2,lead_jet_ch_hef,lead_jet2_pt,lead_jet2_eta,lead_jet2_phi,lead_jet2_mass,lead_jet2_btag_csvv2,lead_jet2_ch_hef,lead_jet3_pt,lead_jet3_eta,lead_jet3_phi,lead_jet3_mass,lead_jet3_btag_csvv2,lead_jet3_ch_hef,lead_jet4_pt,lead_jet4_eta,lead_jet4_phi,lead_jet4_mass,lead_jet4_btag_csvv2,lead_jet4_ch_hef
21.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],510.517,-1.1264648,0.0,452.0,518.66907,-1.1437988,[],[],[],[],[],[],[],[],[],[],[],[],529.0,0.60668945,1.8620605,60.875,0.18041992,0.59375,135.875,-0.43762207,-2.2905273,19.53125,0.11260986,0.5078125,32.3125,2.3457031,1.8962402,7.8164062,0.2626953,0.40234375,26.0,0.32977295,1.4267578,6.1796875,0.14526367,0.6875
32.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],556.9009,-2.3881836,0.0,532.5,557.16205,-2.409668,[],[],[],[],[],[],[],[],[],[],[],[],598.5,-0.90478516,0.7663574,36.21875,0.19213867,0.5390625,37.28125,0.55529785,-2.949707,6.4765625,0.15856934,0.8828125,21.078125,-1.1855469,-0.83703613,4.0898438,0.19311523,0.671875,19.75,1.4279785,-0.8758545,3.3359375,-10.0,0.1328125
16.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],451.85388,-1.3078613,0.0,375.5,439.525,-1.3481445,[],[],[],[],[],[],[],[],[],[],[],[],292.0,-0.8310547,1.652832,26.484375,0.11791992,0.46484375,141.25,0.6032715,2.675293,33.625,0.08831787,0.609375,39.4375,-0.5673828,1.2192383,4.75,0.12780762,0.7421875,25.546875,-0.9793701,-0.06869507,6.5585938,0.22570801,0.796875
22.0,4.5070887,33379.0,58565.0,25186.0,[3.63],[-0.454],[-1.48],[0.106],387.78662,-1.9931641,0.0,294.25,341.2815,-2.116211,[6.21],[2.17],[-2.48],[-0.0067],[],[],[],[],[],[],[],[],454.75,-1.6745605,-0.15460205,32.03125,0.5385742,0.59375,341.5,-0.8240967,2.2626953,34.46875,0.0635376,0.5703125,139.5,0.8363037,2.9350586,20.75,0.37670898,0.8203125,134.25,-0.56030273,1.003418,20.265625,0.16809082,0.546875
23.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],437.4156,1.3139648,0.0,342.25,447.91495,1.3041992,[],[],[],[],[],[],[],[],[],[],[],[],312.0,2.0097656,-1.5827637,26.015625,0.375,0.3046875,87.9375,0.8568115,-1.8764648,16.171875,0.22546387,0.6875,75.6875,1.3288574,-2.7636719,14.203125,0.42285156,0.6875,21.3125,1.6711426,2.979004,4.4414062,0.21777344,0.5625
18.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],350.58224,0.880249,0.0,295.5,344.7014,0.822876,[],[],[],[],[],[],[],[],[],[],[],[],364.25,-1.5644531,-1.6032715,36.75,0.08178711,0.828125,210.625,0.90063477,2.8774414,17.984375,0.068237305,0.9296875,20.40625,0.24108887,2.3183594,4.9375,-10.0,0.4140625,19.390625,1.2512207,2.020996,4.875,0.18041992,0.703125
21.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],447.28738,1.2131348,0.0,411.75,465.0321,1.2331543,[],[],[],[],[],[],[],[],[],[],[],[],461.5,-0.31604004,-1.9760742,20.34375,0.18896484,0.640625,32.0,-0.14419556,0.20620728,6.828125,0.75634766,0.5859375,20.953125,0.6558838,-3.0185547,4.921875,0.15344238,0.5703125,15.8359375,-1.6931152,-1.465332,3.9726562,-10.0,0.375
32.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],451.09937,-1.4504395,0.0,356.0,418.12466,-1.3984375,[],[],[],[],[],[],[],[],[],[],[],[],384.25,-0.27441406,1.8908691,30.1875,0.070373535,0.8515625,60.34375,-1.7189941,1.2104492,12.2734375,0.19592285,0.8046875,19.359375,-1.5085449,0.6485596,4.703125,0.20812988,0.75,18.359375,-1.9001465,0.33441162,3.578125,0.4128418,0.765625
15.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],409.51083,0.76708984,0.0,341.25,416.00034,0.7578125,[6.84],[-1.14],[-2.56],[-0.00252],[],[],[],[],[],[],[],[],382.75,-1.2651367,-2.588379,38.5625,0.083862305,0.5703125,50.03125,-0.113845825,-1.1169434,9.1796875,0.15454102,0.578125,23.375,0.08178711,-0.5793457,3.6660156,0.21887207,0.34375,15.671875,-0.66625977,-1.565918,3.4804688,-10.0,0.5625
25.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],418.50525,2.631836,0.0,396.5,422.06903,2.590332,[7.05],[2.01],[0.43],[-0.00627],[],[],[],[],[],[],[],[],386.5,1.3105469,-0.43084717,31.125,0.08886719,0.921875,32.0,-0.29638672,-1.1311035,6.9257812,0.2722168,0.4296875,16.40625,2.0161133,0.4716797,3.6347656,0.5527344,0.3046875,15.28125,0.43725586,-1.2910156,3.4257812,0.5288086,0.32421875
11.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],432.0329,-0.17974854,0.0,353.75,440.59647,-0.21429443,[7.71],[0.164],[-2.92],[-0.00253],[],[],[],[],[],[],[],[],276.0,0.23901367,-3.1254883,35.8125,0.05987549,0.6328125,105.75,-0.6669922,2.3642578,18.0625,0.17333984,0.8203125,66.4375,0.62609863,-2.7363281,11.1171875,0.09655762,0.671875,20.765625,-1.3273926,1.168457,3.7617188,0.14465332,0.6328125
24.0,4.5070887,33379.0,58565.0,25186.0,[5.58],[2.17],[-1.52],[0.106],633.1325,1.6726074,0.0,483.25,625.34143,1.6477051,[],[],[],[],[],[],[],[],[],[],[],[],507.75,1.5534668,-1.7509766,46.53125,0.6503906,0.3828125,120.3125,0.9696045,-1.1064453,16.515625,0.07086182,0.890625,80.25,0.7593994,0.24313354,15.5234375,0.08331299,0.5546875,28.328125,0.91186523,-0.60131836,2.8691406,0.5390625,0.90625
29.0,-4.5070887,33379.0,58565.0,25186.0,[3.47],[0.0331],[0.744],[0.106],486.732,0.28289795,0.0,414.25,514.1369,0.32635498,[],[],[],[],[],[],[],[],[],[],[],[],409.0,-0.8380127,-2.765625,22.25,0.066345215,0.8984375,42.5625,-0.32006836,2.4702148,6.5429688,0.2944336,0.421875,31.34375,0.103256226,-2.430664,5.6054688,0.1484375,0.5390625,18.0,-0.18969727,3.0229492,4.1953125,0.17529297,0.59375
28.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],385.8193,2.0551758,0.0,374.0,400.92844,2.0756836,[],[],[],[],[],[],[],[],[],[],[],[],363.5,-1.9123535,-1.2070312,25.3125,0.76464844,0.5546875,55.78125,-2.3330078,-0.81848145,10.609375,0.46948242,0.515625,53.90625,-0.6477051,0.56726074,10.1015625,0.3046875,0.6171875,22.390625,1.9523926,3.100586,4.53125,0.14233398,0.953125
19.0,4.5070887,33379.0,58565.0,25186.0,[3.78],[0.257],[-0.868],[0.106],576.6859,1.5612793,0.0,502.75,593.3075,1.5654297,[],[],[],[],[],[],[],[],[],[],[],[],568.0,0.38781738,-0.88171387,72.5,0.17578125,0.59375,190.25,-1.4560547,-2.3144531,21.15625,0.13024902,0.6328125,180.375,1.7692871,-2.6240234,20.328125,0.08673096,0.859375,126.75,0.79382324,2.2050781,17.0,0.08123779,0.6015625
22.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],401.7596,2.1118164,0.0,360.5,452.58792,2.121582,[],[],[],[],[],[],[],[],[],[],[],[],526.5,0.08465576,-1.4975586,61.5625,0.24951172,0.37890625,169.0,-1.6335449,1.130127,16.109375,0.12145996,0.6171875,55.34375,0.13272095,0.8153076,12.8203125,0.2208252,0.5703125,49.90625,2.3364258,-0.089416504,8.796875,0.23706055,0.6015625
14.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],518.1825,-3.104004,0.0,432.5,509.71976,-3.0761719,[],[],[],[],[],[],[],[],[],[],[],[],310.0,0.30975342,-0.16760254,30.40625,0.07556152,0.625,209.375,0.493042,0.38104248,28.046875,0.29052734,0.5859375,25.15625,0.65930176,1.159668,5.140625,0.15368652,0.59375,20.390625,2.2304688,-1.8901367,3.078125,0.37573242,0.765625
23.0,4.5070887,33379.0,58565.0,25186.0,[3.79],[0.872],[1.54],[0.106],442.48758,-1.8764648,0.0,403.75,438.90485,-1.8452148,[],[],[],[],[],[],[],[],[],[],[],[],439.5,1.0148926,1.2756348,83.25,0.61279297,0.1796875,41.90625,-0.64086914,-0.9663086,7.5976562,0.15673828,0.5234375,24.984375,-2.1347656,1.2758789,4.9609375,0.36083984,0.890625,24.8125,0.6368408,1.6137695,4.25,0.71972656,0.53125
16.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],544.1167,0.4491577,0.0,433.5,538.27203,0.46307373,"[5.75, 5.77]","[1.99, 2.05]","[-2.57, -2.74]","[-0.00495, 0.00205]",[],[],[],[],[],[],[],[],441.75,-0.3727417,-2.7021484,28.890625,0.6357422,0.33203125,39.375,2.0205078,-2.7416992,10.25,0.2175293,0.8203125,21.984375,1.3830566,-2.5136719,4.8476562,0.32104492,0.5078125,15.6171875,-0.024658203,-2.4033203,3.5859375,0.1739502,0.9296875
20.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],497.81,3.0043945,0.0,485.5,480.72476,2.987793,[],[],[],[],[18.7],[1.29],[-2.29],[0.377],[],[],[],[],611.0,0.42016602,-0.34539795,50.625,0.24682617,0.7734375,222.125,1.0930176,0.6732178,27.5,0.06524658,0.703125,155.625,-1.3483887,-2.6435547,22.265625,0.08294678,0.47265625,115.5,0.4046631,1.8569336,27.84375,0.25463867,0.5234375
14.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],395.2687,-1.2304688,0.0,340.5,412.66348,-1.2617188,[],[],[],[],[],[],[],[],[],[],[],[],736.5,-1.4069824,2.7988281,83.875,0.13122559,0.6640625,687.0,-0.58325195,0.26055908,75.6875,0.55615234,0.7734375,147.0,1.0026855,-2.385254,13.4609375,0.061187744,0.8984375,64.75,-0.6639404,0.7150879,8.46875,0.15283203,0.1953125
34.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],702.84686,-0.4375,0.0,642.5,689.4634,-0.44732666,[],[],[],[],[],[],[],[],[],[],[],[],681.5,-0.4465332,2.6567383,44.125,0.03692627,0.78125,35.375,0.85009766,-2.6015625,8.2265625,0.23413086,0.5703125,19.640625,-0.9691162,0.3334961,3.8046875,-10.0,0.047851562,17.171875,1.8193359,3.0830078,4.8359375,0.64990234,0.4453125
15.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],483.13086,1.9567871,0.0,412.5,486.80063,1.9580078,[6.51],[-1.39],[-2.86],[-0.00234],[],[],[],[],[],[],[],[],393.75,-1.1325684,-0.9313965,30.875,0.79785156,0.32421875,50.9375,-0.18710327,-2.9863281,9.953125,0.23754883,0.59375,17.421875,0.9614258,-2.6674805,3.765625,0.5058594,0.4296875,15.8671875,-1.8232422,-0.8018799,4.2070312,0.2244873,0.4296875
15.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],600.569,-2.272461,0.0,499.0,619.1499,-2.2924805,[],[],[],[],[],[],[],[],[],[],[],[],289.75,1.779541,0.79138184,34.96875,0.7919922,0.6328125,267.5,0.5048828,1.0134277,37.4375,0.06097412,0.6484375,30.203125,-0.29516602,0.008573532,5.2695312,0.32226562,0.7109375,20.71875,1.1228027,0.6911621,4.3242188,0.3996582,0.11230469
18.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],619.8539,1.7861328,0.0,587.0,633.90717,1.7866211,[],[],[],[],[],[],[],[],[],[],[],[],642.5,-0.5654297,-1.251709,40.84375,0.046325684,0.48828125,199.375,0.8968506,-2.746582,21.09375,0.074035645,0.734375,80.125,-1.1960449,0.7919922,10.046875,0.13842773,0.5703125,64.6875,0.4336548,0.90283203,8.09375,0.2409668,0.7578125
23.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],652.7254,-0.3555298,0.0,540.5,634.02216,-0.39923096,[],[],[],[],[],[],[],[],[14.1],[-0.0996],[2.64],[-3.04e-07],380.25,0.6546631,2.8081055,29.296875,0.064697266,0.7265625,251.125,-0.5518799,2.5986328,34.4375,0.18908691,0.48828125,27.40625,0.26263428,-1.388916,5.1210938,0.11987305,0.9296875,27.265625,-0.03538513,2.6767578,5.703125,0.16503906,0.33984375
15.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],466.08383,-2.275879,0.0,402.5,473.77594,-2.3603516,[],[],[],[],[],[],[],[],[],[],[],[],379.0,0.34466553,0.7729492,26.015625,0.057525635,0.46484375,64.625,-1.2519531,1.0664062,6.0429688,0.09893799,0.875,19.40625,-0.0417099,1.3129883,2.9179688,0.16479492,0.31640625,15.1875,-1.5354004,0.31811523,3.5019531,0.53027344,0.4921875
19.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],403.8777,-0.75756836,0.0,363.5,381.2322,-0.7791748,[],[],[],[],[],[],[],[],[],[],[],[],410.5,0.92285156,2.0473633,34.21875,0.08251953,0.41015625,84.8125,-1.5559082,-2.7973633,13.3984375,0.076171875,0.6328125,44.34375,-0.03303528,-2.6538086,7.765625,0.13427734,0.734375,16.6875,-0.94299316,0.27893066,4.9101562,0.14257812,0.6796875
14.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],700.5066,0.5819092,0.0,684.5,687.081,0.58325195,[],[],[],[],[],[],[],[],[],[],[],[],799.0,0.9979248,-2.4228516,51.25,0.12866211,0.546875,137.125,1.2253418,1.6696777,14.984375,0.36987305,0.17382812,44.21875,-0.2824707,-0.6142578,8.828125,0.15405273,0.6484375,24.25,0.122024536,2.0605469,3.6875,0.19262695,0.765625
29.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],555.64136,0.39239502,0.0,402.5,548.7036,0.42486572,[5.55],[-1.06],[-2.06],[-0.00122],[],[],[],[],[18.7],[-1.32],[-2.93],[-6.74e-07],320.5,-2.0444336,-2.8833008,21.3125,0.18981934,0.640625,108.8125,-1.0319824,-2.0771484,15.234375,0.08984375,0.640625,102.25,-1.2849121,-2.9829102,17.921875,0.22814941,0.71875,38.5,0.8753662,-2.5844727,10.2734375,0.2644043,0.7578125
24.0,-4.5070887,33379.0,58565.0,25186.0,[3.81],[0.412],[0.369],[0.106],626.64056,-3.131836,0.0,559.0,605.8897,-3.1264648,[],[],[],[],[],[],[],[],"[22.5, 18.8]","[-0.511, -0.556]","[-2.2, -2.27]","[0, -4.62e-07]",499.0,-0.54174805,0.06707764,44.4375,0.39746094,0.6328125,189.0,0.40594482,0.25598145,28.328125,0.08105469,0.5,56.1875,-0.520874,-2.2202148,7.6523438,0.36523438,0.20507812,40.4375,0.09555054,-2.340332,5.4101562,0.1586914,0.9296875
23.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],534.7336,-1.0810547,0.0,356.25,539.10284,-1.0876465,[],[],[],[],[],[],[],[],[10.1],[-2.02],[1.03],[-4.77e-07],292.0,-0.8178711,2.225586,43.59375,0.071899414,0.6953125,124.375,-0.2545166,1.9533691,16.734375,0.09729004,0.640625,49.9375,-1.2780762,1.8837891,10.734375,0.14758301,0.734375,29.6875,-1.5668945,2.2407227,5.7109375,0.39892578,0.7265625
20.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],524.58716,-1.1589355,0.0,423.0,501.42776,-1.1369629,[],[],[],[],[18.4],[0.459],[-3.04],[0.522],[],[],[],[],348.75,-0.44256592,1.8867188,25.515625,0.053344727,0.6953125,154.375,0.27557373,2.0112305,16.40625,0.10144043,0.9140625,29.5,-1.8405762,2.9038086,5.59375,0.14282227,0.7421875,29.453125,-1.5673828,-0.555542,5.6289062,0.17700195,0.609375
19.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],548.19086,1.5361328,0.0,449.75,542.91846,1.541748,[],[],[],[],[],[],[],[],[],[],[],[],348.0,2.0063477,-0.8372803,40.875,0.16809082,0.75,305.75,-0.6035156,-2.3154297,23.21875,0.14160156,0.71875,50.96875,0.41583252,-2.1469727,7.1484375,0.20715332,0.6640625,18.953125,1.9821777,-1.458252,4.0703125,0.43115234,0.5
20.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],442.50583,2.7270508,0.0,422.0,462.3371,2.8325195,[],[],[],[],[],[],[],[],[],[],[],[],468.75,0.122909546,-0.3538208,27.6875,0.08300781,0.3828125,48.6875,1.7094727,-2.974121,8.265625,0.60595703,0.859375,20.640625,-2.2802734,0.54833984,3.7734375,0.4248047,0.31640625,19.9375,-1.7226562,0.4413452,6.0,0.1998291,0.6640625
29.0,4.5070887,33379.0,58565.0,25186.0,[3.93],[-1.61],[-2.3],[0.106],471.805,2.5756836,0.0,375.5,473.23956,2.522461,[],[],[],[],[],[],[],[],[],[],[],[],403.75,-1.2834473,-1.347168,44.28125,0.22094727,0.53125,351.75,1.262207,0.6300049,21.171875,0.29003906,0.9609375,42.96875,1.6967773,-0.98132324,9.1328125,0.20446777,0.6484375,17.34375,0.7227783,-1.7299805,3.2382812,0.24963379,0.44921875
16.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],439.2244,1.9394531,0.0,369.75,451.14313,1.9345703,[],[],[],[],[18.7],[1.35],[2.91],[0.643],[16.6],[-0.731],[-0.654],[-2.92e-07],378.25,-0.13882446,-1.2636719,16.75,0.07458496,0.8046875,82.6875,-0.6727295,-0.671875,12.375,0.13427734,0.6953125,37.78125,1.3498535,2.8481445,6.7695312,0.17199707,0.5078125,18.0625,1.2573242,-1.8461914,2.1777344,-10.0,0.045898438
29.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],451.462,-0.6154785,0.0,291.75,417.42422,-0.5817871,[7.47],[1.8],[3.14],[-0.00258],[],[],[],[],[],[],[],[],289.5,1.2451172,2.286621,19.40625,0.2076416,0.7109375,135.625,1.5939941,3.0332031,22.984375,0.12658691,0.671875,26.328125,-0.12579346,-2.0703125,5.59375,0.32348633,0.4921875,25.015625,1.0170898,1.1547852,5.2890625,0.34765625,0.9140625
19.0,4.5070887,33379.0,58565.0,25186.0,[6.28],[0.0669],[1.84],[0.106],373.71423,-1.1750488,0.0,309.0,375.91412,-1.1252441,[],[],[],[],[],[],[],[],[23.3],[-1.93],[0.0245],[-9.54e-07],338.5,0.061958313,1.8745117,27.546875,0.07800293,0.6484375,49.75,-0.37243652,3.0737305,10.28125,0.23657227,0.7421875,42.6875,-0.15377808,2.5654297,7.9609375,0.09899902,0.75,28.546875,-1.9274902,0.022205353,2.1738281,0.53808594,0.02758789
18.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],430.5772,0.22241211,0.0,316.0,423.84137,0.23495483,[],[],[],[],[],[],[],[],[10.4],[-0.432],[-2.29],[5.96e-08],338.0,0.8807373,-3.1274414,22.0625,0.061584473,0.8046875,44.46875,-0.5373535,-2.3222656,8.8984375,0.2685547,0.31640625,28.265625,0.7755127,-2.540039,5.6992188,0.14782715,0.703125,21.34375,-1.203125,-1.8291016,3.6484375,0.13000488,0.8828125
12.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],446.27136,-0.13641357,0.0,352.5,458.4012,-0.18121338,"[9.2, 5.59, 6.39]","[-0.0966, -1.86, -0.199]","[-2.48, 2.89, -2.31]","[-0.00299, 0.00535, 0.00138]",[],[],[],[],[],[],[],[],262.25,-0.37548828,2.7006836,12.4765625,0.059417725,0.796875,96.125,-1.8200684,2.9702148,14.3125,0.071777344,0.796875,62.78125,-0.13720703,-2.4199219,11.4453125,0.22302246,0.375,34.125,-0.9645996,-2.5371094,4.9804688,0.10430908,0.84375
13.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],574.67,0.71203613,0.0,476.25,541.7458,0.70129395,[],[],[],[],[],[],[],[],[],[],[],[],329.5,-0.30145264,-2.5859375,34.53125,0.08984375,0.484375,235.375,1.0646973,-2.4301758,26.640625,0.051239014,0.765625,36.46875,2.2060547,-0.7570801,7.8359375,0.21984863,0.8515625,24.28125,1.6872559,-1.3071289,5.1601562,0.28466797,0.796875
31.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],533.58215,-1.0773926,0.0,368.75,486.7149,-1.145752,[],[],[],[],[],[],[],[],[],[],[],[],215.375,1.7741699,1.9853516,31.734375,0.703125,0.8125,199.5,0.73376465,2.4335938,21.0,0.08673096,0.859375,50.625,0.8015137,0.41064453,7.7070312,0.23840332,0.453125,31.609375,-1.3962402,2.3500977,5.4179688,0.2697754,0.43359375
27.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],414.6691,-2.067871,0.0,381.75,422.02487,-2.099121,[5.62],[-2.21],[-0.529],[0.00988],[],[],[],[],[17.8],[-2.11],[-0.489],[9.54e-07],459.0,-0.8469238,1.3225098,25.875,0.1315918,0.484375,71.5625,-2.239746,-0.5341797,13.15625,0.1817627,0.671875,64.9375,1.0556641,-1.0280762,10.90625,0.07116699,0.640625,23.390625,2.3979492,2.2563477,5.2851562,0.30639648,0.28125
12.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],541.80237,1.6337891,0.0,449.25,539.43567,1.6337891,[],[],[],[],[],[],[],[],[],[],[],[],436.5,-0.5428467,-1.3706055,30.953125,0.10205078,0.71875,47.09375,2.2949219,-2.3486328,10.2578125,0.5439453,0.703125,38.71875,-0.86328125,-1.0090332,4.4609375,0.15661621,0.7890625,26.53125,0.9300537,-2.1069336,5.6289062,0.10430908,0.7578125
11.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],403.62524,-0.54992676,0.0,354.75,419.60797,-0.571167,[],[],[],[],[],[],[],[],[],[],[],[],365.0,-0.3704834,2.6157227,26.328125,0.39892578,0.53125,35.25,-0.0060100555,0.9908447,7.015625,0.2565918,0.5625,32.09375,-0.8720703,-3.0234375,7.796875,0.6665039,0.609375,15.046875,0.33099365,2.1767578,2.9101562,-10.0,0.15429688
24.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],504.35507,2.1538086,0.0,402.5,510.30298,2.159668,[],[],[],[],[],[],[],[],[],[],[],[],385.75,1.1965332,-0.7659912,30.265625,0.73095703,0.3828125,96.5625,-0.802124,-1.3574219,20.171875,0.4963379,0.6953125,41.78125,0.55200195,2.8608398,6.390625,0.24206543,0.6015625,36.0,-1.7253418,-1.4733887,9.3515625,0.4580078,0.7265625
21.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],429.3372,-0.642334,0.0,340.5,416.35614,-0.6392822,[],[],[],[],[],[],[],[],[],[],[],[],338.5,1.9851074,2.6411133,27.40625,0.32885742,0.18164062,74.9375,2.3632812,2.196289,14.578125,0.18457031,0.6171875,30.046875,2.1123047,0.907959,7.125,0.13452148,0.8828125,19.78125,1.5666504,3.005371,4.5625,0.20959473,0.640625
32.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],494.0806,2.1293945,0.0,425.25,479.6598,2.1552734,[5.45],[1.99],[-2.22],[-0.0026],[],[],[],[],[],[],[],[],421.25,1.2683105,-0.7907715,62.65625,0.17919922,0.6171875,94.75,1.8725586,-2.150879,14.0078125,0.11053467,0.8203125,23.796875,0.8140869,-1.015625,5.0078125,0.16564941,0.6171875,20.625,1.4213867,-0.14355469,5.484375,0.34106445,0.859375
30.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],624.31915,0.89782715,0.0,557.5,623.105,0.85131836,[8.33],[1.09],[-0.118],[-0.000457],[],[],[],[],[],[],[],[],634.5,1.1130371,-2.3344727,53.84375,0.24890137,0.36328125,34.8125,1.1311035,-0.024692535,7.0664062,0.12213135,0.734375,32.03125,1.0910645,-0.58325195,5.9335938,0.117614746,0.734375,28.59375,-0.64245605,-2.6357422,7.2382812,0.17211914,0.65625
26.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],509.1027,3.0839844,0.0,405.5,529.0177,3.1103516,[],[],[],[],[],[],[],[],[],[],[],[],386.5,2.036621,0.025661469,32.8125,0.4477539,0.6328125,66.5625,-0.27423096,-0.38500977,13.8984375,0.7548828,0.6796875,26.390625,1.4208984,-0.1002655,5.0976562,0.14526367,0.609375,22.125,0.3701172,0.0056858063,6.7773438,0.14489746,0.8046875
23.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],447.27036,2.5063477,0.0,330.0,456.141,2.474121,[5.84],[1.67],[-1.53],[-0.00554],[],[],[],[],[],[],[],[],338.5,0.11366272,-0.8980713,47.125,0.10028076,0.640625,80.25,0.9041748,0.15667725,10.546875,0.0748291,0.859375,25.15625,-0.67248535,-0.2532959,5.7929688,0.14770508,0.8046875,18.265625,-0.5407715,0.5994873,3.7617188,-10.0,0.19726562
8.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],433.3647,2.5615234,0.0,326.75,417.71707,2.550293,[],[],[],[],[],[],[],[],[16.1],[0.411],[1.04],[1.46e-07],361.5,-1.590332,-0.7984619,50.9375,0.74902344,0.5703125,55.1875,0.27392578,1.0070801,10.2578125,0.22497559,0.18945312,29.59375,-0.052719116,0.31622314,6.7148438,0.12805176,0.4921875,22.625,-1.5498047,-1.3144531,4.6640625,0.28515625,0.32421875
22.0,4.5070887,33379.0,58565.0,25186.0,[3.92],[2.33],[-0.179],[0.106],446.90607,1.2626953,0.0,351.5,425.3712,1.1984863,[7.18],[-1.41],[-1.3],[0.00426],[],[],[],[],[],[],[],[],302.75,1.4748535,-2.1201172,25.53125,0.16455078,0.7578125,72.0,-1.3535156,-1.3237305,12.84375,0.22436523,0.484375,27.25,-1.0715332,-1.8813477,5.8164062,0.14001465,0.625,16.515625,0.61486816,-0.87353516,3.8652344,0.17736816,0.8125
13.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],463.0511,-1.1433105,0.0,398.5,460.72372,-1.1621094,[],[],[],[],[],[],[],[],[],[],[],[],392.25,0.59472656,1.8039551,28.375,0.075805664,0.6640625,102.8125,0.6813965,2.8457031,15.8203125,0.08380127,0.578125,25.640625,0.22824097,2.5932617,5.1210938,0.14294434,0.8828125,15.921875,-1.034668,-0.2119751,4.0898438,0.09680176,0.9453125
20.0,-4.5070887,33379.0,58565.0,25186.0,[],[],[],[],649.4504,0.711792,0.0,549.5,636.6161,0.743042,[],[],[],[],[],[],[],[],[],[],[],[],594.0,-0.11653137,-2.333496,52.53125,0.41235352,0.5234375,66.875,0.09060669,2.5073242,9.0703125,0.09301758,0.6640625,23.140625,-1.435791,-1.998291,6.4570312,0.45581055,0.5078125,15.046875,-1.1386719,-2.5917969,3.6757812,0.21447754,0.6640625
16.0,4.5070887,33379.0,58565.0,25186.0,[],[],[],[],522.02246,-0.5579834,0.0,471.5,537.64246,-0.5782471,[],[],[],[],[],[],[],[],[],[],[],[],488.5,-0.81677246,2.5375977,29.4375,0.11315918,0.7265625,64.0,1.5622559,-2.7348633,9.6640625,0.12371826,0.734375,23.296875,-0.99121094,1.0119629,5.0234375,0.14294434,0.8046875,16.03125,-0.34887695,2.5649414,2.0527344,-10.0,0.037109375
